Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,outlet
1,NCL29,158.9604,1743.0644,0.11417050599999999,9.695,OUT045,1,1,1,11,2,1.637801064797954,7
2,FDL48,48.8034,340.2238,0.08226641900000001,19.35,OUT046,0,2,1,16,1,1.1801299070647429,8
2,FDJ21,146.6102,2770.3938,0.038685176,16.7,OUT018,2,1,2,4,1,0.5549473735773428,3
0,FDT40,128.4678,508.6712,0.095795326,5.985,OUT046,0,2,1,16,1,1.3742050589271029,8
1,NCD43,103.7964,210.3928,0.026814123999999998,8.85,OUT010,2,1,0,15,2,0.3846545169802819,0
0,FDM28,180.266,1617.894,0.045203854,15.7,OUT046,0,2,1,16,1,0.6484592458070674,8
0,FDR35,198.8742,5773.1518,0.020697723,12.5,OUT046,0,2,1,16,1,0.2969133969529145,8
1,NCP17,65.6168,383.5008,0.027827268,19.35,OUT018,2,1,2,4,2,0.3991882908955316,3
2,FDT23,79.8986,1090.5804,0.074883035,7.72,OUT045,1,1,1,11,1,1.0742136367364656,7
0,FDX15,162.1578,1283.6624,0.156298858,17.2,OUT046,0,2,1,16,1,2.242141556761641,8
1,NCU42,166.5474,4379.6324,0.019412191999999998,12.857645184136183,OUT027,2,1,3,28,2,0.27847217150515496,5
0,FDV23,125.7046,3237.1196,0.105324246,12.857645184136183,OUT027,2,1,3,28,1,1.5108995159208776,5
2,FDY34,163.9842,331.5684,0.019227816000000002,12.857645184136183,OUT019,0,2,0,28,1,0.27582725715991085,4
0,FDE16,208.3954,1041.9769999999999,0.044093978,8.895,OUT010,2,1,0,15,1,0.6325378300379746,0
2,FDV60,195.31099999999998,3338.987,0.117599259,20.2,OUT045,1,1,1,11,1,1.6869872820713467,7
0,FDQ44,120.0756,2302.3364,0.036140297,20.5,OUT046,0,2,1,16,1,0.5184405235859628,8
0,FDZ09,165.2868,3111.9492,0.10479168900000001,17.6,OUT013,2,0,1,26,1,1.5032598684127412,1
0,FDW36,106.8622,2011.3818,0.057021155999999996,11.15,OUT049,0,1,1,14,1,0.817981046810901,9
1,NCZ30,121.9098,3374.2744,0.026058181,12.857645184136183,OUT027,2,1,3,28,2,0.3738103480814723,5
2,FDL09,167.2816,2013.3792,0.12829573,19.6,OUT045,1,1,1,11,1,1.8404305154172726,7
2,FDE05,147.7102,1895.5326,0.03263762,10.895,OUT017,1,1,1,6,1,0.4681938502442216,2
0,DRO35,114.2492,1853.5872,0.034765901,13.85,OUT017,1,1,1,6,0,0.49872451013276814,2
0,FDN60,159.7604,2693.8268,0.09569633400000001,15.1,OUT017,1,1,1,6,1,1.3727849968752934,2
1,NCZ29,125.2362,1384.1982,0.071371458,15.0,OUT046,0,2,1,16,2,1.0238392909337064,8
0,FDX08,179.9318,2706.4770000000003,0.022696131,12.85,OUT018,2,1,2,4,1,0.32558100004035945,3
2,FDZ16,194.1478,1162.4868,0.267565911,16.85,OUT010,2,1,0,15,1,3.8382919485303377,0
0,DRL37,44.477,865.54,0.053327763,15.5,OUT013,2,0,1,26,0,0.7649985104269656,1
2,FDL21,41.048,479.376,0.007145063,15.85,OUT035,1,2,1,9,1,0.10249750307183945,6
0,FDW10,174.83700000000002,5469.547,0.071076055,21.2,OUT017,1,1,1,6,1,1.0196016698098715,2
0,FDB53,148.3392,3877.6192,0.139426044,13.35,OUT035,1,2,1,9,1,2.00009732219078,6
2,DRM49,46.6086,624.5204,0.151925271,6.11,OUT035,1,2,1,9,0,2.179401487574363,6
1,NCD06,44.906000000000006,652.484,0.099479703,13.0,OUT049,0,1,1,14,2,1.4270582588044607,9
0,FDN10,118.9124,2844.2976,0.045900447999999996,12.857645184136183,OUT027,2,1,3,28,1,0.658452040223971,5
0,FDS13,266.5884,1324.942,0.21799414,12.857645184136183,OUT019,0,2,0,28,1,3.1271739709353157,4
0,FDH38,115.6808,1406.1696,0.010454459000000001,6.425,OUT049,0,1,1,14,1,0.14997151788121668,9
0,FDY21,195.111,5303.097,0.17264121300000002,12.857645184136183,OUT027,2,1,3,28,1,2.476576240096636,5
0,FDT60,124.6388,2105.2596,0.075701524,12.0,OUT045,1,1,1,11,1,1.0859550417866055,7
0,DRZ24,120.344,3835.008,0.081914677,7.535,OUT049,0,1,1,14,0,1.1750840905722226,9
0,FDW56,190.9162,5195.2374,0.071010513,7.68,OUT049,0,1,1,14,1,1.0186614553784055,9
0,FDG57,48.6034,194.4136,0.072444983,14.7,OUT045,1,1,1,11,1,1.039239243598252,7
0,FDY14,263.0226,6079.4198,0.06998190900000001,10.3,OUT013,2,0,1,26,1,1.0039059043567131,1
2,FDS19,76.2012,1669.8264,0.06457046,13.8,OUT017,1,1,1,6,1,0.9262774760978435,2
0,FDX01,114.715,815.605,0.024159767000000002,10.1,OUT035,1,2,1,9,1,0.34657718095661655,6
0,FDV32,64.251,1328.271,0.089210159,7.785,OUT017,1,1,1,6,1,1.279739387342251,2
0,DRI39,54.893,679.1160000000001,0.097611115,13.8,OUT017,1,1,1,6,0,1.4002529522214393,2
1,NCU05,81.7618,966.7416,0.058975504000000005,11.8,OUT018,2,1,2,4,2,0.8460165994902047,3
1,NCA29,171.1106,3593.3226,0.027430696,10.5,OUT017,1,1,1,6,2,0.39349937817520914,2
2,FDO10,58.7588,400.8116,0.0085099589,12.857645184136183,OUT019,0,2,0,28,1,0.12207723549729058,4
0,DRL47,124.2362,1887.543,0.038815341,19.7,OUT045,1,1,1,11,0,0.5568146191827834,7
0,FDA50,98.441,96.541,0.152632413,12.857645184136183,OUT019,0,2,0,28,1,2.1895455953754035,4
0,FDU23,167.1184,2476.776,0.021618297,12.857645184136183,OUT027,2,1,3,28,1,0.3101192338213726,5
2,FDR27,134.4942,1854.9188,0.096491904,15.1,OUT018,2,1,2,4,1,1.3841976238204812,3
0,DRH36,74.9696,2162.5184,0.033568871,16.2,OUT017,1,1,1,6,0,0.48155285103024037,2
2,FDZ51,96.3094,666.4658,0.054507422,11.3,OUT013,2,0,1,26,1,0.7819209787069826,1
2,FDQ40,175.7712,351.5424,0.063079544,12.857645184136183,OUT019,0,2,0,28,1,0.9048899575707355,4
0,FDB17,180.1976,181.0976,0.06420812599999999,12.857645184136183,OUT019,0,2,0,28,1,0.9210797150314916,4
0,FDQ16,108.6912,2183.824,0.041974489000000004,19.7,OUT017,1,1,1,6,1,0.6021332933266497,2
2,FDG09,188.0556,2065.3116,0.048207430999999995,20.6,OUT017,1,1,1,6,1,0.6915462196775575,2
0,DRI59,223.5088,4697.8848,0.041065647000000004,9.5,OUT017,1,1,1,6,0,0.5890957545832102,2
2,FDH47,96.1068,1846.9292,0.128709014,13.5,OUT013,2,0,1,26,1,1.8463591654599028,1
0,FDA21,186.3924,1665.8316,0.03596071,13.65,OUT046,0,2,1,16,1,0.5158643085009227,8
1,NCO05,97.7384,591.2304,0.046520703,7.27,OUT013,2,0,1,26,2,0.6673497348654072,1
1,NCL31,144.747,143.14700000000002,0.210596485,12.857645184136183,OUT019,0,2,0,28,2,3.021052979967579,4
1,NCH42,231.201,6201.927,0.03674399,6.86,OUT017,1,1,1,6,2,0.5271006326881426,2
0,FDG57,47.5034,972.068,0.072238195,14.7,OUT013,2,0,1,26,1,1.0362728241747676,1
1,NCQ50,211.9218,3419.5488,0.034141213,12.857645184136183,OUT027,2,1,3,28,2,0.4897632231295686,5
0,FDK24,45.2744,679.1160000000001,0.101500374,9.195,OUT045,1,1,1,11,1,1.4560452295323154,7
0,DRG39,54.2982,1104.5622,0.042246575,14.15,OUT049,0,1,1,14,0,0.6060364269478374,9
2,FDX46,60.4562,1777.6860000000001,0.058105769,12.3,OUT035,1,2,1,9,1,0.8335400592785668,6
2,FDY01,116.7834,2303.6679999999997,0.170141787,11.8,OUT013,2,0,1,26,1,2.4407214234053294,1
2,FDJ40,110.0912,1965.4416,0.049579883,13.6,OUT035,1,2,1,9,1,0.7112343460224131,6
0,FDS01,178.2686,1955.4546,0.018509027899999995,11.6,OUT049,0,1,1,14,1,0.26551608348827876,9
0,FDJ09,43.6744,407.4696,0.058725134000000005,15.0,OUT017,1,1,1,6,1,0.8424249866739011,2
0,FDT49,105.62799999999999,1384.864,0.14601704877777777,7.0,OUT049,0,1,1,14,1,2.094646737984145,9
0,FDW50,168.4158,1504.0422,0.075695552,13.1,OUT049,0,1,1,14,1,1.0858693721307402,9
0,FDV39,197.7426,2570.6538,0.007321067,11.3,OUT017,1,1,1,6,1,0.10502231923240458,2
0,FDY36,73.83800000000001,1245.046,0.009463757,12.3,OUT017,1,1,1,6,1,0.13575967940081735,2
1,NCE18,248.175,3495.45,0.021407511,10.0,OUT013,2,0,1,26,2,0.3070954622069724,1
0,FDB05,247.2776,743.0328,0.145669556,12.857645184136183,OUT019,0,2,0,28,1,2.0896618775206726,4
0,FDK14,82.4934,982.7208,0.041273236,6.98,OUT018,2,1,2,4,1,0.592073664528186,3
0,FDP10,107.0622,1376.2086,0.128090139,19.0,OUT046,0,2,1,16,1,1.8374812672225342,8
0,FDC45,172.5106,2053.3272,0.135707553,17.0,OUT035,1,2,1,9,1,1.946754749466774,6
0,FDS48,152.3708,3159.8868,0.027774002000000002,15.15,OUT035,1,2,1,9,1,0.3984241783889485,6
2,FDX04,49.4376,191.7504,0.07278643,12.857645184136183,OUT019,0,2,0,28,1,1.0441373760473809,4
0,FDQ20,40.8138,1543.3244,0.029640603999999997,12.857645184136183,OUT027,2,1,3,28,1,0.4252009953643763,5
0,FDU13,146.9418,1029.9926,0.18793900300000002,8.355,OUT045,1,1,1,11,1,2.6960264083481063,7
1,NCR53,224.4404,1800.3232,0.14492016,12.15,OUT013,2,0,1,26,2,2.078911626779423,1
2,FDN49,40.048,399.48,0.125419157,17.25,OUT049,0,1,1,14,1,1.7991654419107312,9
2,FDR31,144.6102,2916.204,0.049121972,6.46,OUT013,2,0,1,26,1,0.7046655118317098,1
0,DRI03,175.3028,3719.1588,0.0214218487,12.857645184136183,OUT027,2,1,3,28,0,0.3073011396726285,5
2,FDL58,262.2568,5273.1359999999995,0.07414907400000001,5.78,OUT046,0,2,1,16,1,1.0636848044711504,8
1,NCJ05,151.9682,3354.3004,0.04604992,18.7,OUT013,2,0,1,26,2,0.6605962489984989,1
0,FDS10,180.3318,3428.2042,0.035384612,19.2,OUT017,1,1,1,6,1,0.5076000557540007,2
0,FDK34,240.1564,7150.691999999999,0.038340116,12.857645184136183,OUT027,2,1,3,28,1,0.5499974118471287,5
0,FDW48,81.8618,161.1236,0.007598911666666666,12.857645184136183,OUT019,0,2,0,28,1,0.10900806219578515,4
0,FDE08,147.7734,4602.6754,0.049080853,12.857645184136183,OUT027,2,1,3,28,1,0.7040756507165858,5
1,NCH06,245.646,3695.19,0.076183667,12.857645184136183,OUT027,2,1,3,28,2,1.092871489356566,5
0,FDV08,39.9454,377.5086,0.028711412000000002,7.35,OUT018,2,1,2,4,1,0.4118715313870358,3
2,FDQ15,81.6276,1787.0072,0.1457228273333333,20.35,OUT046,0,2,1,16,1,2.0904260665350973,8
0,FDL56,88.9198,3139.9128,0.12517151,12.857645184136183,OUT027,2,1,3,28,1,1.7956128911294111,5
0,DRC12,189.7188,2285.0256,0.037826873,17.85,OUT046,0,2,1,16,0,0.5426348279246216,8
2,FDX49,231.33,4660.6,0.101747034,4.615,OUT013,2,0,1,26,1,1.4595836215811608,1
0,FDJ09,47.2744,679.1160000000001,0.04385187425,15.0,OUT035,1,2,1,9,1,0.6290647983992993,6
2,FDN23,145.8444,3773.7544,0.075142108,12.857645184136183,OUT027,2,1,3,28,1,1.0779300960053806,5
2,DRD01,56.7614,1049.9666,0.061424738,12.1,OUT018,2,1,2,4,0,0.8811514008822503,3
0,FDS43,187.324,1864.24,0.040597054,11.65,OUT045,1,1,1,11,1,0.5823736847488443,7
0,FDY48,104.4332,307.5996,0.041556697000000004,12.857645184136183,OUT019,0,2,0,28,1,0.5961399750307312,4
2,FDU12,262.1568,527.3136,0.126791761,15.5,OUT010,2,1,0,15,1,1.8188557487290782,0
2,FDX33,158.5578,2406.867,0.11748483400000001,9.195,OUT046,0,2,1,16,1,1.685345830234044,8
2,FDH45,43.2796,123.8388,0.106097275,15.1,OUT018,2,1,2,4,1,1.5219887872544016,3
2,FDJ10,140.3838,1826.2894,0.129395895,5.095,OUT013,2,0,1,26,1,1.8562126247516526,1
2,FDX32,142.5786,3323.0078,0.10026502699999999,15.1,OUT018,2,1,2,4,1,1.4383239046220537,3
0,DRG51,165.3526,3453.5046,0.011557563,12.1,OUT049,0,1,1,14,0,0.16579578781817292,9
1,NCB31,263.791,2103.928,0.119157788,6.235,OUT018,2,1,2,4,2,1.7093447239812434,3
0,FDW47,121.8414,243.6828,0.077622622,15.0,OUT010,2,1,0,15,1,1.1135136158896335,0
0,FDT20,39.1164,1235.7248,0.041194986,12.857645184136183,OUT027,2,1,3,28,1,0.5909511510366505,5
2,FDI34,232.3668,3685.8688,0.08513595300000001,10.65,OUT046,0,2,1,16,1,1.2212940045653176,8
2,FDH56,114.2492,463.3968,0.10681691900000001,9.8,OUT010,2,1,0,15,1,1.5323122390001218,0
0,DRJ47,173.408,1038.6480000000001,0.04421348,18.25,OUT013,2,0,1,26,0,0.6342521125589392,1
0,FDP04,62.0168,1534.0032,0.013745883,12.857645184136183,OUT027,2,1,3,28,1,0.19718772039065938,5
1,NCZ06,251.8698,3551.3772,0.09430805800000001,19.6,OUT049,0,1,1,14,2,1.352869871763792,9
2,FDY37,144.247,3149.2340000000004,0.026622757,17.0,OUT045,1,1,1,11,1,0.381909315199647,7
2,FDO46,190.2872,4727.18,0.014234595,9.6,OUT049,0,1,1,14,1,0.20419840171302764,9
2,FDI10,173.5422,5000.8238,0.078526225,8.51,OUT049,0,1,1,14,1,1.1264760000237166,9
1,NCT42,150.3392,447.4176,0.0249887,5.88,OUT018,2,1,2,4,2,0.358468407487978,3
0,FDE29,60.2878,1151.1682,0.143712172,8.905,OUT018,2,1,2,4,1,2.0615827727524194,3
2,FDQ11,258.8988,3083.9856,0.067373081,12.857645184136183,OUT027,2,1,3,28,1,0.9664816918698671,5
0,FDS20,183.8292,2554.0088,0.053822086,8.85,OUT013,2,0,1,26,1,0.7720896827806567,1
0,FDR26,177.2028,3364.9532,0.043011277,20.7,OUT018,2,1,2,4,1,0.6170062456315973,3
1,NCH43,216.6192,215.7192,0.123557061,12.857645184136183,OUT019,0,2,0,28,2,1.7724532644981512,4
0,FDO25,209.627,3984.813,0.127968205,6.3,OUT018,2,1,2,4,1,1.835732097125705,3
2,FDB40,144.6102,2187.153,0.007570599,17.5,OUT018,2,1,2,4,1,0.10860191075406399,3
2,FDB14,92.31200000000001,372.848,0.09944953190000001,12.857645184136183,OUT019,0,2,0,28,1,1.4266254477270874,4
0,FDW23,40.1164,540.6296,0.081996785,5.765,OUT035,1,2,1,9,1,1.1762619479238265,6
2,FDZ23,186.924,3169.208,0.067777778,17.75,OUT018,2,1,2,4,1,0.9722871595054449,3
2,FDX35,229.0036,4326.3684,0.080362549,5.035,OUT017,1,1,1,6,1,1.1528184724177168,2
0,FDX24,94.1462,2221.1088,0.013929058999999999,8.355,OUT046,0,2,1,16,1,0.19981542047149659,8
0,DRG15,63.0536,1225.072,0.077169953,6.13,OUT017,1,1,1,6,0,1.107019979343948,2
2,FDY60,143.3128,1438.128,0.02250229355555556,10.5,OUT046,0,2,1,16,1,0.32280035918983346,8
0,FDK02,119.14399999999999,3235.788,0.112681821,12.5,OUT018,2,1,2,4,1,1.6164455504574227,3
0,FDK24,45.4744,1041.3112,0.10080442,12.857645184136183,OUT027,2,1,3,28,1,1.4460616160564288,5
1,NCA05,150.4734,890.8404,0.02512588,20.75,OUT035,1,2,1,9,2,0.36043628481409745,6
2,FDN33,93.0436,2363.59,0.122519571,12.857645184136183,OUT027,2,1,3,28,1,1.7575702418485255,5
2,FDA09,179.06599999999997,2696.49,0.15021128,13.35,OUT017,1,1,1,6,1,2.1548139090201075,2
0,FDK50,163.2894,4530.1032,0.028357839,7.96,OUT035,1,2,1,9,1,0.4067994487960748,6
1,NCE55,175.237,2117.244,0.130663423,8.92,OUT017,1,1,1,6,2,1.8743955931976468,2
2,FDG12,121.8098,2048.6666,0.006335942,6.635,OUT049,0,1,1,14,1,0.0908904840458365,9
0,FDC37,106.7938,3215.8140000000003,0.032845997,15.5,OUT013,2,0,1,26,1,0.47118306422282485,1
0,DRG15,62.4536,1225.072,0.076735903,6.13,OUT046,0,2,1,16,0,1.1007934364557561,8
0,FDQ58,154.434,1378.2060000000001,0.01530184,7.315,OUT046,0,2,1,16,1,0.2195082663938437,8
2,FDQ51,46.1718,94.5436,0.029377239,16.0,OUT010,2,1,0,15,1,0.421422966409766,0
0,FDR46,146.576,439.42800000000005,0.233356571,16.85,OUT010,2,1,0,15,1,3.347551428574727,0
0,FDC50,94.4094,1047.3034,0.13705394699999998,15.85,OUT018,2,1,2,4,1,1.9660690680600326,3
0,FDJ09,43.4744,543.2928,0.04385187425,15.0,OUT046,0,2,1,16,1,0.6290647983992993,8
1,NCC18,172.3422,2586.633,0.177236497,19.1,OUT035,1,2,1,9,2,2.5424966015974335,6
0,FDL04,105.4622,952.7598,0.11183028199999999,19.0,OUT013,2,0,1,26,1,1.604230035875075,1
0,FDH48,84.654,1211.756,0.05096872570000001,13.5,OUT049,0,1,1,14,1,0.731157600570281,9
2,FDD38,99.8674,2342.9502,0.008204465,16.75,OUT049,0,1,1,14,1,0.1176948581895358,9
2,FDT47,95.9068,3207.8244,0.02439015,12.857645184136183,OUT027,2,1,3,28,1,0.3498820758540023,5
2,FDE41,85.9566,1691.132,0.064143995,9.195,OUT045,1,1,1,11,1,0.920159741705924,7
0,FDH19,173.8738,2432.8332,0.033275634,19.35,OUT017,1,1,1,6,1,0.47734630165366004,2
2,FDW26,224.1772,2890.9036,0.107662745,11.8,OUT017,1,1,1,6,1,1.5444457993386718,2
0,FDW35,40.6454,167.7816,0.01115195,10.6,OUT017,1,1,1,6,1,0.15997717996076452,2
2,FDQ55,115.5834,1382.2008,0.013064516000000002,13.65,OUT045,1,1,1,11,1,0.18741336064385938,7
2,FDV22,158.263,2659.8709999999996,0.009954237,14.85,OUT049,0,1,1,14,1,0.14279572307274518,9
1,NCN29,48.2034,97.2068,0.021214364,12.857645184136183,OUT019,0,2,0,28,2,0.30432472593413384,4
2,FDQ26,60.1562,1599.9174,0.067859568,13.5,OUT035,1,2,1,9,1,0.9734604550769809,6
0,FDV24,150.005,1797.66,0.103481775,5.635,OUT045,1,1,1,11,1,1.484468863457453,7
0,FDG50,92.4146,1459.4336,0.015358176000000001,7.405,OUT017,1,1,1,6,1,0.2203164187268679,2
1,NCF42,177.0712,351.5424,0.293066133,12.857645184136183,OUT019,0,2,0,28,2,4.204098251816619,4
0,FDT46,51.9008,708.4112,0.030981392000000003,11.35,OUT017,1,1,1,6,1,0.4444348946524142,2
0,DRE49,153.8024,7741.9224,0.018148152222222224,12.857645184136183,OUT027,2,1,3,28,0,0.26033924237553013,5
2,FDV56,109.3596,1186.4556,0.013623294,16.1,OUT045,1,1,1,11,1,0.1954291541745079,7
2,FDD32,80.9276,487.3656,0.041098734,17.7,OUT018,2,1,2,4,1,0.5895703948885702,3
1,NCN19,188.85299999999998,3225.801,0.01209726,13.1,OUT035,1,2,1,9,2,0.17353786019953085,6
2,FDQ48,96.5726,2251.0698,0.034382602000000005,14.3,OUT013,2,0,1,26,1,0.49322600152200674,1
0,FDW34,244.317,8262.578000000001,0.035406842,12.857645184136183,OUT027,2,1,3,28,1,0.5079189500021392,5
1,NCS38,114.3176,1946.7992,0.090374342,8.6,OUT045,1,1,1,11,2,1.2964398489923,7
2,FDL58,264.5568,6327.7632,0.07445112599999999,5.78,OUT018,2,1,2,4,1,1.06801780696502,3
0,FDY59,91.8462,2313.655,0.031467128,8.195,OUT045,1,1,1,11,1,0.4514028845990532,7
2,FDZ03,184.824,3355.632,0.078786674,13.65,OUT046,0,2,1,16,1,1.130212198315818,8
0,FDP60,102.3016,1619.2256,0.056032247,17.35,OUT045,1,1,1,11,1,0.8037949293105697,7
1,NCI30,246.646,2463.46,0.058935522000000004,20.25,OUT046,0,2,1,16,2,0.8454430488906063,8
2,FDO03,230.5352,687.1056,0.064577332,12.857645184136183,OUT019,0,2,0,28,1,0.926376056452014,4
0,FDZ20,252.3356,3815.034,0.034306962,16.1,OUT046,0,2,1,16,1,0.49214092905555623,8
2,FDQ31,89.7856,966.7416,0.053586458,12.857645184136183,OUT027,2,1,3,28,1,0.7687095472025923,5
2,FDY03,113.2202,2025.3636,0.076431919,17.6,OUT018,2,1,2,4,1,1.0964327189961913,3
0,FDW45,148.4418,4119.9704,0.039090105,18.0,OUT045,1,1,1,11,1,0.5607561693040393,7
1,NCO41,99.0384,197.0768,0.031549131,12.5,OUT010,2,1,0,15,2,0.4525792357025215,0
0,FDK16,94.4094,2856.282,0.115233813,9.065,OUT013,2,0,1,26,1,1.6530544380010748,1
2,FDZ16,195.5478,4262.4516,0.159825617,16.85,OUT035,1,2,1,9,1,2.2927336916995884,6
1,NCD18,228.4668,2534.0348,0.073080167,16.0,OUT017,1,1,1,6,2,1.0483510980341308,2
0,FDF52,181.6292,2371.5796,0.066727717,9.3,OUT013,2,0,1,26,1,0.9572238030909362,1
0,FDF09,37.9848,782.9808,0.012146608,6.215,OUT035,1,2,1,9,1,0.17424576813282538,6
2,FDW43,226.6036,6831.108,0.022552082999999997,20.1,OUT017,1,1,1,6,1,0.3235145997409509,2
2,FDU19,170.5422,2759.0752,0.047036035999999996,8.77,OUT017,1,1,1,6,1,0.674742300298423,2
0,FDA50,95.141,2220.4429999999998,0.087158654,16.25,OUT035,1,2,1,9,1,1.2503100960904603,6
0,FDS48,150.4708,2106.5912,0.027756137,15.15,OUT013,2,0,1,26,1,0.3981679010275902,1
1,NCH07,159.5604,1901.5248,0.092589917,13.15,OUT013,2,0,1,26,2,1.3282227605451289,1
1,NCK54,117.615,1514.695,0.016397122111111113,12.15,OUT013,2,0,1,26,2,0.23522032961122077,1
0,FDD53,41.8454,41.9454,0.077427883,12.857645184136183,OUT019,0,2,0,28,1,1.1107200420260153,4
0,FDV58,197.5452,4306.3944,0.12122744699999999,20.85,OUT035,1,2,1,9,1,1.7390344383630703,6
2,FDI08,247.2092,3486.1288,0.066284519,18.2,OUT035,1,2,1,9,1,0.9508660301270823,6
0,FDD08,36.6506,455.4072,0.03549838,8.3,OUT018,2,1,2,4,1,0.5092320827815409,3
0,FDX34,120.1098,2892.2352,0.072131519,6.195,OUT045,1,1,1,11,1,1.0347425334498725,7
0,FDX55,216.4166,2830.3158,0.05371099655555555,15.1,OUT045,1,1,1,11,1,0.7704960802227515,7
1,NCS05,130.7942,2782.3782,0.021020616000000002,11.5,OUT045,1,1,1,11,2,0.30154536818387156,7
0,FDL04,105.4622,1905.5196,0.111902259,19.0,OUT035,1,2,1,9,1,1.6052625617994236,6
0,FDJ53,120.2098,602.549,0.071548187,10.5,OUT018,2,1,2,4,1,1.0263745073790174,3
0,FDB47,210.6612,2508.7344,0.071540443,8.8,OUT049,0,1,1,14,1,1.0262634179927113,9
1,NCS29,264.1884,264.9884,0.121765124,12.857645184136183,OUT019,0,2,0,28,2,1.7467475333993434,4
0,FDB33,160.4262,3182.5240000000003,0.014609738,17.75,OUT045,1,1,1,11,1,0.20957991070670332,7
2,FDL52,39.8506,37.9506,0.08069799799999999,12.857645184136183,OUT019,0,2,0,28,1,1.1576305622352516,4
2,FDB03,242.1538,4326.3684,0.156802171,17.75,OUT035,1,2,1,9,1,2.2493616926461804,6
0,FDW20,123.37299999999999,2093.9410000000003,0.024144862000000003,20.75,OUT035,1,2,1,9,1,0.3463633654474621,6
2,FDT10,60.6562,592.562,0.062297249000000006,16.7,OUT018,2,1,2,4,1,0.8936677634255497,3
0,FDK04,55.5588,1145.1760000000002,0.052058710999999994,12.857645184136183,OUT027,2,1,3,28,1,0.7467936798651743,5
1,NCL07,40.248000000000005,319.584,0.031402114,13.85,OUT045,1,1,1,11,2,0.45047024444392625,7
2,FDZ31,191.1504,1725.7536,0.113217223,15.35,OUT046,0,2,1,16,1,1.6241260101174242,8
0,FDE45,177.3002,3044.7034,0.042101977799999996,12.1,OUT035,1,2,1,9,1,0.6039621482534187,6
1,NCK54,118.515,1398.18,0.016397122111111113,12.15,OUT018,2,1,2,4,2,0.23522032961122077,3
0,DRE15,74.8012,303.6048,0.031139932999999998,12.857645184136183,OUT019,0,2,0,28,0,0.44670920023019733,4
1,NCQ38,106.12799999999999,1917.504,0.013363901999999999,16.35,OUT035,1,2,1,9,2,0.19170811878030486,6
0,FDB08,160.1578,3048.6982,0.030952737,12.857645184136183,OUT027,2,1,3,28,1,0.44402383236359694,5
0,DRF49,111.8518,2277.036,0.07136748,7.27,OUT018,2,1,2,4,0,1.0237822256471973,3
0,DRC27,246.9802,5896.3248,0.058192802,13.8,OUT049,0,1,1,14,0,0.8347885668403408,9
2,FDB37,240.3538,4086.0146,0.022976492999999997,20.25,OUT049,0,1,1,14,1,0.3296028547050736,9
0,FDS35,65.7826,968.7389999999999,0.111220521,9.3,OUT046,0,2,1,16,1,1.5954828799758778,8
0,FDE47,125.6046,1618.5598,0.037967687,14.15,OUT049,0,1,1,14,1,0.5446548357814535,9
1,NCT53,164.5526,2302.3364,0.0453875069,12.857645184136183,OUT027,2,1,3,28,2,0.6510937871234843,5
2,FDL14,154.8972,1713.7692,0.032158866,8.115,OUT046,0,2,1,16,1,0.4613260186259902,8
2,FDP21,190.8872,945.436,0.045068892,12.857645184136183,OUT019,0,2,0,28,1,0.6465231861796601,4
1,NCV54,120.1124,1896.1984,0.033176087,11.1,OUT045,1,1,1,11,2,0.47591827800456243,7
1,NCO41,96.7384,2759.0752,0.018845298,12.5,OUT035,1,2,1,9,2,0.2703399521662342,6
2,FDQ59,84.6908,1006.6896,0.056375879000000004,9.8,OUT035,1,2,1,9,1,0.8087244060661396,6
2,FDQ01,253.1014,2805.0154,0.161356273,19.7,OUT018,2,1,2,4,1,2.3146912892829725,3
2,FDQ48,95.9726,2153.1972,0.034605882000000004,14.3,OUT017,1,1,1,6,1,0.49642900231932374,2
0,FDP09,213.5902,4460.1942,0.033942546000000004,19.75,OUT049,0,1,1,14,1,0.48691330124045823,9
0,FDK55,89.4172,1605.9096,0.025740258999999998,18.5,OUT013,2,0,1,26,1,0.36924968694082094,1
1,NCJ43,174.1396,4012.1108,0.026938317000000003,12.857645184136183,OUT027,2,1,3,28,2,0.38643609292985737,5
2,FDI07,199.0426,3361.6242,0.033754478,12.35,OUT035,1,2,1,9,1,0.484215424341722,6
1,NCW41,156.9604,4278.4308,0.015375557,12.857645184136183,OUT027,2,1,3,28,2,0.22056575300158202,5
2,FDG33,169.7764,3263.7516,0.140458316,5.365,OUT049,0,1,1,14,1,2.0149054914806763,9
1,NCO05,97.2384,2660.5368,0.046333982,12.857645184136183,OUT027,2,1,3,28,2,0.6646711809784678,5
2,FDH53,82.8592,908.1512,0.016374762666666667,20.5,OUT035,1,2,1,9,1,0.23489957845400505,6
0,FDR49,49.5376,1198.44,0.139228412,8.71,OUT046,0,2,1,16,1,1.9972622476047208,8
0,FDF33,109.4596,1833.6132,0.02078434533333333,12.857645184136183,OUT027,2,1,3,28,1,0.29815601341086917,5
2,FDQ51,48.1718,756.3488,0.014964529444444446,16.0,OUT017,1,1,1,6,1,0.21466947215169083,2
0,FDZ38,171.6422,3793.7284,0.00799436,17.6,OUT013,2,0,1,26,1,0.11468085567018661,1
2,FDV52,118.9466,353.5398,0.12176716800000001,20.7,OUT045,1,1,1,11,1,1.7467768550297165,7
